timestamp,data
1760515573.312476,558
1760515573.3219976,560
1760515573.3324542,567
1760515573.3422225,570
1760515573.3522155,568
1760515573.3622198,564
1760515573.3723433,555
1760515573.3822403,545
1760515573.3923955,535
1760515573.402142,527
1760515573.4124203,516
1760515573.422595,508
1760515573.4323726,501
1760515573.4425406,495
1760515573.4523566,492
1760515573.4622424,491
1760515573.4724116,490
1760515573.4824765,491
1760515573.4923396,493
1760515573.502356,499
1760515573.512485,503
1760515573.52243,504
1760515573.5321546,508
1760515573.5425007,513
1760515573.5522733,517
1760515573.5623615,518
1760515573.5728436,515
1760515573.5826955,503
1760515573.5927541,482
1760515573.602698,452
1760515573.6124427,405
1760515573.6224635,352
1760515573.6324203,307
1760515573.6424377,264
1760515573.6526732,224
1760515573.6624348,193
1760515573.6727061,167
1760515573.6825042,147
1760515573.6926715,128
1760515573.7023919,109
1760515573.7123835,96
1760515573.722574,88
1760515573.7327578,79
1760515573.7422755,72
1760515573.752342,65
1760515573.7624626,61
1760515573.7723262,58
1760515573.7826283,53
1760515573.7926402,51
1760515573.8028567,53
1760515573.8122792,54
1760515573.8222597,53
1760515573.8325179,54
1760515573.8422513,55
1760515573.8524883,57
1760515573.8629198,58
1760515573.8725073,56
1760515573.8823469,56
1760515573.89237,54
1760515573.9028232,51
1760515573.9125752,52
1760515573.9224713,54
1760515573.9327805,55
1760515573.9426975,56
1760515573.9522965,57
1760515573.9625082,60
1760515573.9725356,63
1760515573.9824278,67
1760515573.9922943,72
1760515574.0024726,72
1760515574.0123568,72
1760515574.0223863,72
1760515574.0323446,72
1760515574.0421782,72
1760515574.052382,72
1760515574.0623226,70
1760515574.0722933,69
1760515574.0826402,69
1760515574.09234,69
1760515574.102574,71
1760515574.1125987,70
1760515574.122353,69
1760515574.1324527,69
1760515574.1422746,71
1760515574.1527314,73
1760515574.1624722,74
1760515574.1724052,76
1760515574.1824856,77
1760515574.1926157,78
1760515574.202246,79
1760515574.2126963,79
1760515574.2229533,78
1760515574.2329068,76
1760515574.2424767,78
1760515574.252317,79
1760515574.2624848,79
1760515574.272641,82
1760515574.2824862,82
1760515574.2927458,81
1760515574.3024995,81
1760515574.3127337,80
1760515574.322352,81
1760515574.3325849,81
1760515574.3421404,80
1760515574.352359,82
1760515574.3623934,83
1760515574.3724372,83
1760515574.3823836,84
1760515574.3926613,84
1760515574.4024515,82
1760515574.4125712,81
1760515574.4223576,83
1760515574.432403,82
1760515574.4424994,84
1760515574.4524612,83
1760515574.4623578,82
1760515574.4726415,83
1760515574.482932,86
1760515574.4931345,87
1760515574.502781,88
1760515574.5124552,87
1760515574.5223486,87
1760515574.5325644,88
1760515574.542149,92
1760515574.552181,95
1760515574.5621328,96
1760515574.572342,98
1760515574.5823607,94
1760515574.592308,91
1760515574.6022658,88
1760515574.6129408,86
1760515574.6233294,87
1760515574.6329107,91
1760515574.6423478,90
1760515574.6524777,90
1760515574.6624885,92
1760515574.6725829,90
1760515574.6824372,90
