timestamp,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1760679381.6151426,-0.1399390510712049,0.9448342686738498,-0.2708861797998486,1.401701878237164,1.1530497515284004,0.32274554969791086
1760679381.6247206,-0.141298421911409,0.9436035270697223,-0.2741767905093657,1.4149844909183251,1.4118816217156958,0.33098298771519447
1760679381.6349788,-0.14245794358990324,0.9424881726002878,-0.27720730895086954,1.424703933631958,1.6287569444779588,0.33775142916287804
1760679381.644652,-0.1432064839517968,0.9416462351309337,-0.279792906482999,1.4264282544453324,1.7726941467215016,0.34222527724692925
1760679381.6546657,-0.14335922277955077,0.9411730449866846,-0.28180555627690096,1.4164333552012367,1.8204494266882647,0.3438334748962668
1760679381.6650732,-0.1427767919374667,0.9410847712507852,-0.28318949812115,1.3918618823063909,1.7593730454641912,0.3423576431811639
1760679381.674877,-0.1413834056916175,0.9413192645557895,-0.28396835351781335,1.3507631508879094,1.5891816935149,0.33801310675879465
1760679381.6849036,-0.13918166928940598,0.9417542448942549,-0.2842414502451422,1.292024025855687,1.3223492527024623,0.3314921440569331
1760679381.6948988,-0.13626114130150402,0.9422388845099539,-0.28416780779988465,1.2152215444263816,0.9829610709043446,0.32394711396640213
1760679381.704881,-0.13279786376763572,0.9426313552573515,-0.2839384243344093,1.1204412967358097,0.6040771657245892,0.3168972081831002
1760679381.7148902,-0.12904304629637905,0.9428329858750052,-0.28374075290897754,1.0081053169041918,0.22387518955574692,0.31205734193837825
1760679381.7252634,-0.12530078204313227,0.9428102267398206,-0.2837223854437013,0.8788420340154269,-0.11895435742500085,0.31110865771738044
1760679381.7349122,-0.121896812308082,0.9425988643799387,-0.28396245475982146,0.733416730381431,-0.3899572389487703,0.3154516042571161
1760679381.7447078,-0.11914228928276412,0.9422899517559705,-0.2844581130493257,0.5727291765573699,-0.563171128514583,0.32599692121487484
1760679381.7549386,-0.11729742880415071,0.9420020057546588,-0.2851297515712914,0.3978750088112109,-0.6243137149044755,0.34304931123527466
1760679381.765029,-0.11653962973514966,0.9418475220660839,-0.28584361059715435,0.21025703955619424,-0.5724773683823977,0.366319040461048
1760679381.7751243,-0.1169396034528096,0.941902876191596,-0.28644577557319606,0.011722767229678107,-0.4201138163146798,0.3950621858787436
1760679381.7847922,-0.11844820349180052,0.94218916109986,-0.28679860248923644,-0.19530370353589416,-0.19133158173975304,0.4283127792173106
