timestamp,data
1761285192.2198799,321
1761285192.229721,323
1761285192.2398162,460
1761285192.2498753,448
1761285192.2598197,461
1761285192.2696004,493
1761285192.2796996,544
1761285192.289633,613
1761285192.2997253,668
1761285192.3095796,721
1761285192.3195975,762
1761285192.3297741,806
1761285192.3397312,838
1761285192.349883,857
1761285192.3603053,887
1761285192.3697329,912
1761285192.379727,932
1761285192.3895848,948
1761285192.3996086,960
1761285192.4095206,970
1761285192.42034,978
1761285192.430975,985
1761285192.439492,990
1761285192.4495687,994
1761285192.4595976,997
1761285192.4696908,1000
1761285192.4798634,1002
1761285192.489794,1004
1761285192.4997349,1005
1761285192.5098288,1006
1761285192.5195909,1007
1761285192.5295944,1008
1761285192.5396478,1008
1761285192.550026,1009
1761285192.5597224,968
1761285192.569722,943
1761285192.5803995,957
1761285192.5896816,968
1761285192.5996878,976
1761285192.6095963,983
1761285192.6196492,989
1761285192.629575,823
1761285192.6397653,684
1761285192.649672,568
1761285192.6595485,475
1761285192.6695373,473
1761285192.6795692,389
1761285192.6895802,324
1761285192.6997406,269
1761285192.7095752,223
1761285192.719672,184
1761285192.7295485,153
1761285192.7395382,127
1761285192.7495847,107
1761285192.7595863,92
1761285192.7696335,79
1761285192.7795901,69
1761285192.7896242,63
1761285192.799674,59
1761285192.8095665,52
1761285192.8196323,47
1761285192.8296065,44
1761285192.8394673,40
1761285192.8495674,39
1761285192.859888,37
1761285192.870147,36
1761285192.8797507,33
1761285192.8897243,31
1761285192.899622,31
1761285192.909705,29
1761285192.9198163,30
1761285192.9296918,28
1761285192.9396315,30
1761285192.9496865,29
1761285192.9596088,28
1761285192.9695418,28
1761285192.9795396,28
1761285192.989666,28
1761285192.9996133,28
1761285193.0096655,27
1761285193.019681,27
1761285193.0296223,28
1761285193.0396233,29
1761285193.0499737,28
1761285193.0597749,29
1761285193.0696824,28
1761285193.079527,27
1761285193.0897105,29
1761285193.0996683,29
1761285193.1097186,27
1761285193.1196823,27
1761285193.130126,27
1761285193.1397474,27
1761285193.1498134,27
1761285193.159752,27
1761285193.169837,28
1761285193.1797535,29
1761285193.1896892,29
1761285193.199668,29
1761285193.2099116,29
1761285193.2196617,30
1761285193.2297065,29
1761285193.240008,31
1761285193.2502189,30
1761285193.2596047,29
1761285193.2696133,30
1761285193.2796493,31
1761285193.2897074,29
1761285193.2996502,29
1761285193.309917,29
1761285193.3196652,28
1761285193.329611,28
1761285193.3396635,27
1761285193.3496983,29
1761285193.3595743,31
1761285193.3695636,31
1761285193.379719,36
1761285193.38965,88
1761285193.3997629,167
1761285193.4096918,259
1761285193.4196126,312
1761285193.4298704,330
1761285193.4396303,335
1761285193.450139,336
1761285193.4596167,346
1761285193.4696941,392
1761285193.479837,470
1761285193.490223,561
1761285193.5000718,651
1761285193.509832,723
1761285193.5197632,779
1761285193.5298264,796
1761285193.53998,783
1761285193.5497053,757
1761285193.5596333,718
1761285193.56962,677
1761285193.5796316,629
1761285193.590071,578
1761285193.5998185,516
1761285193.6098897,461
1761285193.6196468,402
1761285193.629662,351
1761285193.639598,306
1761285193.649672,266
1761285193.6598716,234
1761285193.669787,206
1761285193.6802425,186
1761285193.6896074,168
1761285193.6996777,156
1761285193.7098024,145
1761285193.719702,131
1761285193.729928,119
1761285193.7401078,106
1761285193.7501724,92
1761285193.7610137,80
1761285193.7696543,71
1761285193.779649,65
1761285193.7899392,59
1761285193.7998679,52
1761285193.8097885,48
1761285193.8195984,44
1761285193.8297575,40
1761285193.8400435,38
1761285193.8498673,37
1761285193.86007,35
1761285193.8701487,34
1761285193.8802187,31
1761285193.8897083,29
1761285193.8997858,28
1761285193.909682,29
1761285193.9198322,27
1761285193.9296403,28
1761285193.939637,28
1761285193.9498985,27
1761285193.9596746,26
1761285193.9696627,28
1761285193.9796073,29
1761285193.9895847,29
1761285194.0002892,27
1761285194.0096374,27
1761285194.019688,28
1761285194.029888,27
1761285194.0396228,27
1761285194.0497122,26
1761285194.0597188,25
1761285194.069746,25
1761285194.0796788,24
1761285194.089642,25
1761285194.0999355,25
1761285194.110341,23
1761285194.1197083,24
1761285194.129772,23
1761285194.1397963,22
1761285194.1497672,22
1761285194.159655,22
1761285194.1696653,23
1761285194.1796234,23
1761285194.1896408,24
1761285194.199824,25
1761285194.2100904,23
1761285194.2197468,23
1761285194.2297726,22
1761285194.2397404,23
1761285194.2496877,22
1761285194.2604213,21
1761285194.2698705,22
1761285194.2798016,23
1761285194.2899306,22
