timestamp,angle,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1760515748.2725194,0.31415837833009297,0.10406464951827613,0.7824140439010551,-0.2654587231524261,5.514147675731957,1.7519501042619279,10.944846976159893
1760515748.2826262,0.5110344195283579,0.13626989159715844,0.7608139867072881,-0.2385306716759574,5.110542189040702,0.8687831578472593,10.049703326018946
1760515748.292563,0.7015574827991204,0.16951863259330646,0.750115775311845,-0.2151089361421341,5.017599949345162,0.5574744220778234,9.28788189787724
1760515748.3025362,0.8865979878752174,0.2011840320146497,0.7533677046697091,-0.1979934408815251,5.337119323361403,0.9204322163824389,8.785094065362953
1760515748.312577,1.067392297671086,0.22834613119436306,0.7720136190086226,-0.18943791442628563,6.134388698657485,1.996471935558352,8.644818625801912
1760515748.322532,1.2451956646359847,0.2479492236686662,0.8053733978111671,-0.1908814643358148,7.415076507590199,3.740567541690065,8.925219438326817
1760515748.3329735,1.4206872421531114,0.25687963215688286,0.8504603024874994,-0.20291949094051506,9.103530049245292,6.009021777149944,9.616421205008578
1760515748.342545,1.5931304113681357,0.2519744528635142,0.9022021480969806,-0.2255240987820692,11.026173151023533,8.553786399340597,10.621672639913905
1760515748.3525345,1.7593743047109573,0.23005483793938022,0.9540092060092611,-0.2583981135251027,12.904168206172175,11.0294900474702,11.746342015483737
1760515748.3625832,1.912877826146061,0.18811483477639845,0.9985505452163107,-0.3012815237880808,14.359511707676388,13.015794640425238,12.698619053183604
1760515748.372603,2.043008229827385,0.12375742704766511,1.0285942383736826,-0.35405869598245343,14.937993633793186,14.0559632913086,13.105133067507262
1760515748.3825355,2.1348789182866956,0.03587650426290992,1.0378070874448941,-0.4166010834024048,14.150755214369568,13.710124237617439,12.543329872823183
1760515748.3925688,2.16993024489106,-0.07452239900733443,1.021456908614953,-0.4883758743798434,11.533505608743667,11.618900747209118,10.590306002627848
1760515748.40254,2.127333820631403,-0.20355564164040352,0.9769918079012967,-0.5679302424627738,6.719024244608097,7.570137392173222,6.884945519884268
1760515748.4125605,1.986150485506742,-0.3439844059104573,0.9044773859578256,-0.652408620039896,-0.48519316233047494,1.5587771953837044,1.196913434645992
1760515748.4225318,1.7280342081622337,-0.4852497272871238,0.8068594698704593,-0.7372691777507087,-10.025800978936273,-6.171888926321399,-6.507193003276953
1760515748.4325447,1.3401689731228488,-0.6141794031183584,0.6900014167448669,-0.8163389795925807,-21.553158850618875,-15.119610211324808,-16.012785371064652
1760515748.4427285,0.8180523110215986,-0.7164211973977422,0.5624342834921089,-0.8822933168092949,-34.40639450090695,-24.553043520626694,-26.834600760345516
1760515748.4525194,0.16769399110488756,-0.7785113999913892,0.4347636536492443,-0.927567736865382,-47.64657454573843,-33.586705472061354,-38.234280727946775
1760515748.4626288,-0.5932080491503016,-0.7903011444335051,0.31870869427994963,-0.9456112085157775,-60.14455241775267,-41.2968796522962,-49.285367516022944
1760515748.4725358,-1.4354912764914411,-0.747247789551826,0.22581812218493053,-0.9322649416633869,-70.71958600338981,-46.86242590720586,-58.984128615575045
1760515748.4825573,-2.320360222993338,-0.6519102747831332,0.1660108368490938,-0.8869190621810148,-78.31049658768742,-49.702178132441745,-66.39219708502334
1760515748.4925668,-3.202746215536358,-0.514033899612501,0.14618774616412203,-0.8130358767429823,-82.14666324443976,-49.57482987321471,-70.78399470218976
1760515748.50256,-4.03577320023641,-0.34900653616673866,0.16918995587213734,-0.7177619445658827,-81.8789108185029,-46.61460629896661,-71.76491347137687
1760515748.512635,-4.775654494403281,-0.17509006252576917,0.23330912161938894,-0.6106967108304178,-77.63715372047749,-41.29521266152579,-69.3315314373617
1760515748.5225587,-5.386290989149807,-0.010303864983186495,0.3324444697747622,-0.5022294345350368,-70.00170745655755,-34.33543320203304,-63.86192082352673
1760515748.5326183,-5.842966818340614,0.1301417165791262,0.4569057794082282,-0.40195247192040046,-59.899131114717456,-26.572817562422685,-56.04373893826902
1760515748.5425568,-6.134732991788612,0.23536586516732874,0.5947587428818573,-0.3174980956799378,-48.450748835643004,-18.8347623087848,-46.76126025561186
1760515748.5525494,-6.2652491596294455,0.2993092505640097,0.7334787956092148,-0.2539079580365435,-36.80790713162973,-11.831476529980502,-36.96685509229329
1760515748.5625656,-6.252015888035094,0.3205224691437161,0.8615917914765404,-0.21347370850048397,-26.00415761972621,-6.086193862395926,-27.55991840971389
1760515748.572619,-6.124106369486564,0.30159084634852024,0.9700036616304306,-0.1959160731043613,-16.845203375393087,-1.907574211901513,-19.290250659167203
1760515748.582639,-5.918697814024923,0.2483939248789503,1.0528313179978073,-0.19877220222486863,-9.846593844914539,0.6000570296153991,-12.695657560155752
1760515748.5925486,-5.676866730946055,0.1692669486214123,1.1076751265644924,-0.2178979466775111,-5.219466781196785,1.4995125094592314,-8.076434694613601
1760515748.602544,-5.439203551627937,0.074078691610899,1.1353806418396024,-0.24802833162888469,-2.8975266951243372,0.9703119319398068,-5.503437194124088
1760515748.6126063,-5.2418051868869835,-0.026754097797197906,1.139414400994149,-0.2833600075474705,-2.59427668386782,-0.7421746638712079,-4.852261966785186
1760515748.622538,-5.1131266613402975,-0.12326750649195559,1.125019107795101,-0.3181262245880077,-3.8778925287184904,-3.3689117395442305,-5.853917703348538
1760515748.6328132,-5.072026491918596,-0.206885583088757,1.0983122414027993,-0.34713554481809605,-6.2513829065522435,-6.646459396624633,-8.152090388645957
1760515748.642531,-5.127143912417584,-0.27118103907922597,1.0654567010007845,-0.36624376069638354,-9.227277092986222,-10.33341537131254,-11.358307869937372
