timestamp,data
1761284165.503542,109
1761284165.5135503,111
1761284165.523896,113
1761284165.5335858,117
1761284165.5435839,120
1761284165.5535204,124
1761284165.5635056,128
1761284165.5736103,131
1761284165.58383,133
1761284165.593629,135
1761284165.603831,135
1761284165.613481,137
1761284165.6237266,139
1761284165.6335137,140
1761284165.643407,141
1761284165.6534095,143
1761284165.663527,144
1761284165.6735356,145
1761284165.6836507,147
1761284165.69359,148
1761284165.703558,149
1761284165.713504,149
1761284165.7234585,152
1761284165.7340522,153
1761284165.7436674,155
1761284165.7537284,155
1761284165.7635794,155
1761284165.7737126,155
1761284165.7843916,154
1761284165.793569,151
1761284165.8037753,150
1761284165.81399,149
1761284165.8240132,148
1761284165.8335347,148
1761284165.8435862,147
1761284165.8535824,147
1761284165.8634882,148
1761284165.8736846,147
1761284165.883556,146
1761284165.893558,145
1761284165.9037428,142
1761284165.9135473,140
1761284165.9235492,138
1761284165.9334757,134
1761284165.9435315,131
1761284165.953821,127
1761284165.963806,124
1761284165.9735732,118
1761284165.983579,111
1761284165.9937077,104
1761284166.0035317,97
1761284166.0135286,91
1761284166.0234919,85
1761284166.0337846,78
1761284166.0437694,69
1761284166.0535898,64
1761284166.0635614,60
1761284166.074228,56
1761284166.0838747,52
1761284166.0938058,45
1761284166.1035373,43
1761284166.1135654,40
1761284166.1236207,39
1761284166.1336122,38
1761284166.1436577,38
1761284166.153563,37
1761284166.1636522,35
1761284166.173661,35
1761284166.1836438,37
1761284166.1937256,36
1761284166.2036474,34
1761284166.2136908,35
1761284166.223608,35
1761284166.2339778,35
1761284166.243598,34
1761284166.2535741,33
1761284166.2635603,33
1761284166.274212,32
1761284166.283676,31
1761284166.293712,32
1761284166.303891,32
1761284166.3135874,31
1761284166.3235605,32
1761284166.33369,32
1761284166.3437676,31
1761284166.353625,31
1761284166.3635967,31
1761284166.3736744,29
1761284166.383982,29
1761284166.3936954,30
1761284166.4035919,31
1761284166.4136908,32
1761284166.4237516,31
1761284166.433656,33
1761284166.443643,34
1761284166.4536996,34
1761284166.4636202,35
1761284166.473647,35
1761284166.483744,35
1761284166.4938025,34
1761284166.5036077,33
1761284166.5137315,34
1761284166.5236998,35
1761284166.5336897,36
1761284166.5437431,37
1761284166.5537083,37
1761284166.5636907,37
1761284166.573672,36
1761284166.5837202,34
1761284166.5942342,32
1761284166.6038086,32
1761284166.6138134,33
1761284166.62372,35
1761284166.633657,34
1761284166.643594,34
1761284166.6536052,36
1761284166.663763,42
1761284166.6736882,190
1761284166.684061,204
1761284166.6936955,231
1761284166.703588,258
1761284166.7136085,284
1761284166.727711,302
